date      ,open    ,high    ,close   ,low     ,volume     ,price_change,p_change,ma5      ,ma10     ,ma20     ,v_ma5       ,v_ma10      ,v_ma20
2018-12-04,7916.55,7954.31,7953.72,7890.66,223747648.0,15.25,0.19,7785.604,7761.825,7823.706,222382438.4,220044332.8,246439476.0
2018-12-05,7825.12,7972.98,7928.51,7808.74,224383040.0,-25.21,-0.32,7819.892,7763.829,7832.53,223762076.8,218373801.6,246326602.4
2018-12-06,7854.59,7872.45,7735.05,7725.99,208415904.0,-193.46,-2.44,7847.5,7747.935,7834.381,221873430.4,216734310.4,246287288.8
2018-12-07,7741.73,7765.14,7733.89,7712.27,166896832.0,-1.16,-0.01,7857.928,7757.654,7838.648,217849587.2,207090702.4,244942354.4
2018-12-10,7663.26,7698.53,7624.86,7606.0,166805872.0,-109.03,-1.41,7795.206,7758.549,7828.277,198049859.2,205894233.6,240800004.0
2018-12-11,7642.16,7685.4,7685.4,7628.15,159567344.0,60.54,0.79,7741.542,7763.573,7814.364,185213798.4,203798118.4,231087601.6
2018-12-12,7721.82,7737.24,7698.02,7675.26,161508624.0,12.62,0.16,7695.444,7757.668,7803.837,172638915.2,198200496.0,223414452.0
2018-12-13,7717.47,7849.66,7808.04,7679.02,196499952.0,110.02,1.43,7710.042,7778.771,7794.134,170255724.8,196064577.6,219142233.6
2018-12-14,7785.29,7792.74,7629.65,7624.72,198374176.0,-178.39,-2.29,7689.194,7773.561,7772.502,176551193.6,197200390.4,213174563.2
2018-12-17,7599.01,7618.68,7592.65,7515.46,158891072.0,-37.0,-0.48,7682.752,7738.979,7746.692,174968233.6,186509046.4,206350368.0
2018-12-18,7540.96,7609.39,7530.32,7473.45,155100976.0,-62.33,-0.82,7651.736,7696.639,7729.232,174074960.0,179644379.2,199844356.0
2018-12-19,7541.5,7548.72,7418.69,7407.46,145332896.0,-111.63,-1.48,7595.87,7645.657,7704.743,170839814.4,171739364.8,195056583.2
2018-12-20,7402.2,7445.05,7426.44,7363.77,152721232.0,7.75,0.1,7519.55,7614.796,7681.366,162084070.4,166169897.6,191452104.0
2018-12-21,7399.15,7405.27,7337.6,7283.76,159820128.0,-88.84,-1.2,7461.14,7575.167,7666.411,154373260.8,165462227.2,186276464.8
2018-12-24,7315.26,7393.71,7392.56,7293.15,143034688.0,54.96,0.75,7421.122,7551.937,7655.243,151201984.0,163085108.8,184489671.2
2018-12-25,7308.61,7362.07,7332.35,7180.08,195489952.0,-60.21,-0.81,7381.528,7516.632,7640.103,159279779.2,166677369.6,185237744.0
2018-12-26,7323.99,7369.84,7289.55,7277.56,159524912.0,-42.8,-0.58,7355.7,7475.785,7616.727,162118182.4,166478998.4,182339747.2
2018-12-27,7402.6,7415.92,7215.34,7215.34,175911472.0,-74.21,-1.02,7313.48,7416.515,7597.643,166756230.4,164420150.4,180242364.0
2018-12-28,7229.87,7282.5,7239.79,7174.9,155838080.0,24.45,0.34,7293.918,7377.529,7575.545,165959820.8,160166540.8,178683465.6
2019-01-02,7259.49,7266.47,7149.27,7136.95,146826480.0,-90.52,-1.25,7245.26,7333.191,7536.085,166718179.2,158960081.6,172734564.0
2019-01-03,7134.15,7217.83,7089.44,7081.83,173151168.0,-59.83,-0.84,7196.678,7289.103,7492.871,162250422.4,160765100.8,170204740.0
2019-01-04,7022.12,7284.84,7284.84,7011.33,231616896.0,195.4,2.76,7195.736,7275.718,7460.688,176668819.2,169393500.8,170566432.8
2019-01-07,7333.32,7409.38,7400.2,7303.46,248688848.0,115.36,1.58,7232.708,7273.094,7443.945,191224294.4,178990262.4,172580080.0
2019-01-08,7381.61,7412.19,7391.65,7361.41,229394000.0,-8.55,-0.12,7263.08,7278.499,7426.833,205935478.4,185947649.6,175704938.4
2019-01-09,7425.64,7552.2,7447.93,7404.49,266767952.0,56.28,0.76,7322.812,7284.036,7417.987,229923772.8,198320976.0,180703042.4
2019-01-10,7442.7,7491.69,7428.61,7415.28,227413632.0,-19.32,-0.26,7390.646,7293.662,7405.147,240776265.6,201513344.0,184095356.8
2019-01-11,7441.18,7490.17,7474.01,7404.31,217105792.0,45.4,0.61,7428.48,7312.108,7393.947,237874044.8,207271432.0,186875215.2
2019-01-14,7473.88,7488.36,7409.2,7394.96,215934768.0,-64.81,-0.87,7430.28,7331.494,7374.005,231323228.8,211273761.6,187846956.0
2019-01-15,7403.79,7549.66,7547.35,7386.15,223110384.0,138.15,1.86,7461.42,7362.25,7369.89,230066505.6,218000992.0,189083766.4
2019-01-16,7545.35,7586.66,7540.45,7518.71,216076432.0,-6.9,-0.09,7479.924,7401.368,7367.28,219928201.6,224925987.2,191943034.4
2019-01-17,7534.04,7545.81,7470.36,7463.99,210238032.0,-70.09,-0.93,7488.274,7439.46,7364.282,216493081.6,228634673.6,194699887.2
2019-01-18,7486.95,7584.76,7581.39,7479.66,220630816.0,111.03,1.49,7509.75,7469.115,7372.417,217198086.4,227536065.6,198464783.2
2019-01-21,7591.19,7661.62,7626.24,7578.49,204896688.0,44.85,0.59,7553.158,7491.719,7382.407,214990470.4,223156849.6,201073556.0
2019-01-22,7615.8,7615.8,7516.79,7493.78,188464368.0,-109.45,-1.44,7547.046,7504.233,7391.366,208061267.2,219063886.4,202505768.0
2019-01-23,7493.07,7542.65,7523.77,7489.32,168488384.0,6.98,0.09,7543.71,7511.817,7397.927,198543657.6,209235929.6,203778452.8
2019-01-24,7537.5,7604.99,7573.52,7485.24,201968416.0,49.75,0.66,7564.342,7526.308,7409.985,196889734.4,206691408.0,204102376.0
2019-01-25,7581.29,7657.03,7595.45,7554.55,211919408.0,21.93,0.29,7567.154,7538.452,7425.28,195147452.8,206172769.6,206722100.8
2019-01-28,7641.29,7704.85,7589.58,7569.77,202423344.0,-5.87,-0.08,7559.822,7556.49,7443.992,194652784.0,204821627.2,208047694.4
2019-01-29,7575.43,7578.13,7551.3,7428.4,208909696.0,-38.28,-0.5,7566.724,7556.885,7459.568,198741849.6,203401558.4,210701275.2
2019-01-30,7518.03,7580.22,7470.47,7470.36,163342144.0,-80.83,-1.07,7556.064,7549.887,7475.628,197712601.6,198128129.6,211527058.4
2019-01-31,7485.79,7552.56,7479.22,7428.86,206365248.0,8.75,0.12,7537.204,7550.773,7495.117,198591968.0,197740851.2,213187762.4
2019-02-01,7524.67,7684.11,7684.0,7517.83,180990256.0,204.78,2.74,7554.914,7561.034,7515.075,192406137.6,193776795.2,210656430.4
2019-02-11,7695.17,7922.54,7919.05,7695.17,211629264.0,235.05,3.06,7620.808,7590.315,7541.017,194247321.6,194450052.8,208803451.2
2019-02-12,7915.06,8027.63,8010.07,7903.9,258799232.0,91.02,1.15,7712.562,7639.643,7571.938,204225228.8,201483539.2,210273712.8
2019-02-13,8029.97,8191.98,8171.21,8016.78,318137984.0,161.14,2.01,7852.71,7704.387,7608.102,235184396.8,216448499.2,212842214.4
2019-02-14,8182.32,8260.33,8219.96,8141.1,310200224.0,48.75,0.6,8000.858,7769.031,7647.67,255951392.0,227271680.0,216981544.0
2019-02-15,8198.45,8223.64,8125.63,8117.51,307058592.0,-94.33,-1.15,8089.184,7822.049,7680.251,281165059.2,236785598.4,221479184.0
2019-02-18,8187.89,8446.92,8446.92,8187.89,396701088.0,321.29,3.95,8194.758,7907.783,7732.137,318179424.0,256213372.8,230517500.0
2019-02-19,8480.76,8537.35,8440.87,8350.86,437306240.0,-6.05,-0.07,8280.918,7996.74,7776.813,353880825.6,279053027.2,241227292.8
2019-02-20,8443.98,8488.47,8473.43,8372.96,365676256.0,32.56,0.39,8341.362,8097.036,7823.462,363388480.0,299286438.4,248707284.0
2019-02-21,8467.15,8619.62,8451.71,8416.17,431362368.0,-21.72,-0.26,8387.712,8194.285,7872.529,387620908.8,321786150.4,259763500.8
2019-02-22,8431.56,8651.2,8651.2,8393.86,416850496.0,199.49,2.36,8492.826,8291.005,7926.02,409579289.6,345372174.4,269574484.8
2019-02-25,8804.97,9134.58,9134.58,8785.42,643916672.0,483.38,5.59,8630.358,8412.558,8001.437,459022406.4,388600915.2,291525484.0
2019-02-26,9162.92,9276.45,9089.04,9036.75,689527168.0,-45.54,-0.5,8759.992,8520.455,8080.049,509466592.0,431673708.8,316578624.0
2019-02-27,9062.97,9158.2,9005.77,8901.72,550387136.0,-83.27,-0.92,8866.46,8603.911,8154.149,546408768.0,454898624.0,335673561.6
2019-02-28,9001.18,9097.4,9031.93,8970.65,421689440.0,26.16,0.29,8982.504,8685.108,8227.07,544474182.4,466047545.6,346659612.8
2019-03-01,9111.96,9167.65,9167.65,9005.49,399959296.0,135.72,1.5,9085.794,8789.31,8305.68,541095942.4,475337616.0,356061607.2
2019-03-04,9280.65,9567.15,9384.42,9260.73,606335360.0,216.77,2.37,9135.762,8883.06,8395.422,533579680.0,496301043.2,376257208.0
2019-03-05,9366.77,9595.74,9595.74,9328.0,563487488.0,211.32,2.25,9237.102,8998.547,8497.644,508371744.0,508919168.0,393986097.6
2019-03-06,9640.95,9707.92,9700.49,9518.71,692388096.0,104.75,1.09,9376.046,9121.253,8609.145,536771936.0,541590352.0,420438395.2
2019-03-07,9685.3,9782.22,9678.11,9546.56,685512448.0,-22.38,-0.23,9505.282,9243.893,8719.089,589536537.6,567005360.0,444395755.2
2019-03-08,9447.6,9726.3,9363.72,9346.73,709489792.0,-314.39,-3.25,9544.496,9315.145,8803.075,651442636.8,596269289.6,470820732.0
2019-03-11,9425.8,9704.33,9704.33,9370.38,558511360.0,340.61,3.64,9608.478,9372.12,8892.339,641877836.8,587728758.4,488164836.8
2019-03-12,9766.5,9928.2,9841.24,9683.07,663592448.0,136.91,1.41,9657.578,9447.34,8983.898,661898828.8,585135286.4,508404497.6
2019-03-13,9828.15,9828.15,9592.06,9534.33,615964544.0,-249.18,-2.53,9635.892,9505.969,9054.94,646614118.4,591693027.2,523295825.6
2019-03-14,9521.62,9620.46,9417.93,9323.06,482171904.0,-174.13,-1.81,9583.856,9544.569,9114.839,605946009.6,597741273.6,531894409.6
2019-03-15,9485.33,9650.54,9550.54,9452.91,422441792.0,132.61,1.41,9621.22,9582.858,9186.084,548536409.6,599989523.2,537663569.6
2019-03-18,9583.44,9843.43,9843.43,9510.66,439815296.0,292.89,3.07,9649.04,9628.759,9255.91,524797196.8,583337516.8,539819280.0
2019-03-19,9844.46,9908.17,9839.74,9774.75,431739488.0,-3.69,-0.04,9648.74,9653.159,9325.853,478426604.8,570162716.8,539540942.4
2019-03-20,9828.07,9848.77,9800.6,9642.67,451219904.0,-39.14,-0.4,9690.448,9663.17,9392.212,445477676.8,546045897.6,543818124.8
2019-03-21,9808.74,9934.86,9869.8,9771.86,515936096.0,69.2,0.71,9780.822,9682.339,9463.116,452230515.2,529088262.4,548046811.2
2019-03-22,9871.99,9891.83,9879.22,9692.25,467872480.0,9.42,0.1,9846.558,9733.889,9524.517,461316652.8,504926531.2,550597910.4
2019-03-25,9705.02,9858.08,9701.7,9680.94,460806720.0,-177.52,-1.8,9818.212,9733.626,9552.873,465514937.6,495156067.2,541442412.8
2019-03-26,9753.17,9780.08,9513.0,9487.1,448860544.0,-188.7,-1.95,9752.864,9700.802,9574.071,468939148.8,473682876.8,529409081.6
2019-03-27,9582.03,9609.44,9609.44,9446.35,376919232.0,96.44,1.01,9714.632,9702.54,9604.255,454079014.4,449778345.6,520735686.4
2019-03-28,9586.38,9695.52,9546.51,9537.61,365302240.0,-62.93,-0.66,9649.974,9715.398,9629.984,423952243.2,438091379.2,517916326.4
2019-03-29,9556.3,9906.86,9906.86,9554.07,435504960.0,360.35,3.77,9655.502,9751.03,9666.944,417478739.2,439397696.0,519693609.6
2019-04-01,9976.98,10277.55,10267.7,9976.98,539634752.0,360.84,3.64,9768.702,9793.457,9711.108,433244345.6,449379641.6,516358579.2
2019-04-02,10314.79,10334.95,10260.36,10220.81,557057600.0,-7.34,-0.07,9918.174,9835.519,9744.339,454883756.8,461911452.8,516037084.8
2019-04-03,10199.97,10350.57,10340.51,10166.67,491116576.0,80.15,0.78,10064.388,9889.51,9776.34,477723225.6,465901120.0,505973508.8
2019-04-04,10379.2,10453.5,10415.8,10309.53,514128416.0,75.29,0.73,10238.246,9944.11,9813.225,507488460.8,465720352.0,497404307.2
2019-04-08,10510.43,10541.18,10351.87,10226.25,544942080.0,-63.93,-0.61,10327.248,9991.375,9862.632,529375884.8,473427312.0,489176921.6
2019-04-09,10368.03,10438.99,10436.62,10304.73,440133440.0,84.75,0.82,10361.032,10064.867,9899.247,509475622.4,471359984.0,483258025.6
2019-04-10,10403.24,10529.74,10435.08,10328.61,474638368.0,-1.54,-0.01,10395.976,10157.075,9928.939,492991776.0,473937766.4,473810321.6
2019-04-11,10420.65,10437.45,10158.4,10149.38,444252128.0,-276.68,-2.65,10359.554,10211.971,9957.256,483618886.4,480671056.0,465224700.8
2019-04-12,10138.09,10186.47,10132.34,10053.81,370906208.0,-26.06,-0.26,10302.862,10270.554,9992.976,454974444.8,481231452.8,459661416.0
2019-04-15,10294.82,10365.31,10053.76,10048.83,403544064.0,-78.58,-0.78,10243.24,10285.244,10018.137,426694841.6,478035363.2,458716529.6
2019-04-16,9993.25,10287.64,10287.64,9928.28,411812448.0,233.88,2.33,10213.444,10287.238,10040.348,421030643.2,465253132.8,457316387.2
2019-04-17,10288.45,10410.65,10344.43,10257.56,453500768.0,56.79,0.55,10195.314,10295.645,10065.582,416803123.2,454897449.6,458404451.2
2019-04-18,10338.5,10363.85,10287.67,10267.31,422880576.0,-56.76,-0.55,10221.168,10290.361,10089.936,412528812.8,448073849.6,456987484.8
2019-04-19,10280.34,10418.24,10418.24,10208.61,409455008.0,130.57,1.27,10278.348,10290.605,10117.358,420238572.8,437606508.8,451663430.4
2019-04-22,10418.71,10418.71,10224.31,10192.52,437135616.0,-193.93,-1.86,10312.458,10277.849,10134.612,426956883.2,426825862.4,450126587.2
2019-04-23,10206.02,10247.39,10124.66,10091.92,403741216.0,-99.65,-0.97,10279.862,10246.653,10155.76,425342636.8,423186640.0,447273312.0
2019-04-24,10162.38,10239.37,10236.27,10023.91,370744416.0,111.61,1.1,10258.23,10226.772,10191.924,408791366.4,412797244.8,443367505.6
2019-04-25,10186.23,10209.14,9907.62,9902.02,430107680.0,-328.65,-3.21,10182.22,10201.694,10206.833,410236787.2,411382800.0,446026928.0
2019-04-26,9852.94,9927.74,9780.82,9774.75,339762944.0,-126.8,-1.28,10054.736,10166.542,10218.548,396298374.4,408268473.6,444749963.2
2019-04-29,9775.95,9822.82,9622.49,9597.09,356616160.0,-158.33,-1.62,9934.372,10123.415,10204.33,380194483.2,403575683.2,440805523.2
2019-04-30,9573.41,9730.55,9674.53,9573.39,263792928.0,52.04,0.54,9844.346,10062.104,10174.671,352204825.6,388773731.2,427013432.0
2019-05-06,9289.74,9333.92,8943.52,8893.15,355213408.0,-731.01,-7.56,9585.796,9922.013,10108.829,349098624.0,378944995.2,416921222.4
2019-05-07,9011.52,9160.52,9089.46,8928.57,296713600.0,145.94,1.63,9422.164,9802.192,10046.277,322419808.0,366328297.6,407201073.6
2019-05-08,8899.91,9167.81,9002.53,8873.44,289597248.0,-86.93,-0.96,9266.506,9660.621,9975.613,312386668.8,354342521.6,395974515.2
2019-05-09,8919.5,9012.24,8877.31,8860.17,244927936.0,-125.22,-1.39,9117.47,9525.921,9901.885,290049024.0,335121753.6,380973808.0
2019-05-10,8988.92,9238.55,9235.39,8820.59,346735328.0,358.08,4.03,9029.642,9436.994,9841.824,306637504.0,329421164.8,376303902.4
2019-05-13,9112.52,9191.07,9103.36,9059.32,268454272.0,-132.03,-1.43,9061.61,9323.703,9775.238,289285676.8,319192150.4,365994697.6
2019-05-14,8998.97,9142.46,9038.36,8996.92,258630928.0,-65.0,-0.71,9051.39,9236.777,9719.236,281669142.4,302044475.2,356713637.6
2019-05-15,9125.27,9282.96,9259.03,9123.9,288895904.0,220.67,2.44,9102.69,9184.598,9675.57,281528873.6,296957771.2,352613122.4
2019-05-16,9247.99,9307.22,9293.32,9211.75,310232480.0,34.29,0.37,9185.892,9151.681,9637.548,294589782.4,292319403.2,347947543.2
2019-05-17,9299.46,9303.05,9000.19,8964.37,349171168.0,-293.13,-3.15,9138.852,9084.247,9573.176,295076950.4,300857227.2,344815479.2
2019-05-20,8980.8,8994.18,8916.11,8792.84,274992480.0,-84.08,-0.93,9101.402,9081.506,9501.76,296384592.0,292835134.4,335890064.8
2019-05-21,8920.46,9120.69,9087.52,8892.15,287502720.0,171.41,1.92,9111.234,9081.312,9441.752,302158950.4,291914046.4,329121172.0
2019-05-22,9068.99,9132.37,9041.22,8986.53,281965184.0,-46.3,-0.51,9067.672,9085.181,9372.901,300772806.4,291150840.0,322746680.8
2019-05-23,8997.25,8997.25,8809.53,8789.41,278961824.0,-231.69,-2.56,8970.914,9078.403,9302.162,294518675.2,294554228.8,314837991.2
2019-05-24,8788.17,8880.81,8776.77,8745.6,228714112.0,-32.76,-0.37,8926.23,9032.541,9234.768,270427264.0,282752107.2,306086636.0
2019-05-27,8795.14,9003.87,8979.83,8732.98,270875552.0,203.06,2.31,8938.974,9020.188,9171.946,269603878.4,282994235.2,301093192.8
2019-05-28,8979.58,9082.7,9035.69,8946.7,276643360.0,55.86,0.62,8928.608,9019.921,9128.349,267432006.4,284795478.4,293419976.8
2019-05-29,8971.22,9077.51,9010.36,8956.72,248026464.0,-25.33,-0.28,8922.436,8995.054,9089.826,260644262.4,280708534.4,288833152.8
2019-05-30,8974.4,8974.4,8943.35,8845.83,264232016.0,-67.01,-0.74,8949.2,8960.057,9055.869,257698300.8,276108488.0,284213945.6
2019-05-31,8939.41,9016.16,8922.69,8892.12,248794752.0,-20.66,-0.23,8978.384,8952.307,9018.277,261714428.8,266070846.4,283464036.8
2019-06-03,8953.37,9012.08,8856.99,8826.75,273451168.0,-65.7,-0.74,8953.816,8946.395,9013.951,262229552.0,265916715.2,279375924.8
2019-06-04,8854.5,8868.09,8748.27,8697.49,238852096.0,-108.72,-1.23,8896.332,8912.47,8996.891,254671299.2,261051652.8,276482849.6
2019-06-05,8831.13,8851.12,8746.05,8729.21,224442496.0,-2.22,-0.03,8843.47,8882.953,8984.067,249954505.6,255299384.0,273225112.0
2019-06-06,8741.83,8741.83,8584.94,8557.58,230614576.0,-161.11,-1.84,8771.788,8860.494,8969.449,243231017.6,250464659.2,272509444.0
2019-06-10,8621.73,8748.97,8711.79,8582.48,205315216.0,126.85,1.48,8729.608,8853.996,8943.269,234535110.4,248124769.6,265438438.4
2019-06-11,8721.27,9045.12,9037.67,8718.47,316531072.0,325.88,3.74,8765.744,8859.78,8939.984,243151091.2,252690321.6,267842278.4
2019-06-12,9008.56,9038.87,8954.72,8930.91,295738688.0,-82.95,-0.92,8807.034,8851.683,8935.802,254528409.6,254599854.4,269697666.4
2019-06-13,8948.58,8974.8,8951.61,8866.22,268631456.0,-3.11,-0.04,8848.146,8845.808,8920.431,263366201.6,256660353.6,268684444.0
2019-06-14,8956.92,8994.16,8810.13,8801.33,273658048.0,-141.48,-1.58,8893.184,8832.486,8896.272,271974896.0,257602956.8,266855722.4
2019-06-17,8807.84,8864.77,8780.87,8753.42,205212912.0,-29.26,-0.33,8907.0,8818.304,8885.306,271954435.2,253244772.8,259657809.6
2019-06-18,8785.77,8839.23,8804.32,8722.93,193696112.0,23.45,0.27,8860.33,8813.037,8879.716,247387443.2,245269267.2,255592991.2
2019-06-19,9051.85,9084.18,8925.73,8923.44,275307776.0,121.41,1.38,8854.532,8830.783,8871.627,243301260.8,248914835.2,254983244.0
2019-06-20,8923.57,9183.15,9134.96,8900.75,317210752.0,209.23,2.34,8891.202,8869.674,8876.314,253017120.0,258191660.8,256745522.4
2019-06-21,9181.64,9252.55,9214.27,9158.32,351673728.0,79.31,0.87,8972.03,8932.607,8896.551,268620256.0,270297576.0,260381117.6
2019-06-24,9220.23,9251.48,9212.12,9171.35,286084416.0,-2.15,-0.02,9058.28,8982.64,8918.318,284794556.8,278374496.0,263249632.8
2019-06-25,9206.18,9206.18,9118.1,9004.76,279970016.0,-94.02,-1.02,9121.036,8990.683,8925.232,302049337.6,274718390.4,263704356.0
2019-06-26,9064.13,9164.28,9122.43,9040.32,223827824.0,4.33,0.05,9160.376,9007.454,8929.569,291753347.2,267527304.0,261063579.2
2019-06-27,9154.04,9274.42,9239.48,9152.63,258679872.0,117.05,1.28,9181.28,9036.241,8941.025,280047171.2,266532145.6,261596249.6
2019-06-28,9236.06,9236.06,9178.31,9126.89,243002496.0,-61.17,-0.66,9174.088,9073.059,8952.773,258312924.8,263466590.4,260534773.6
2019-07-01,9384.79,9530.46,9530.46,9339.77,337747136.0,352.15,3.84,9237.756,9148.018,8983.161,268645468.8,276720012.8,264982392.8
2019-07-02,9516.42,9560.52,9545.52,9483.16,306531360.0,15.06,0.16,9323.24,9222.138,9017.588,273957737.6,288003537.6,266636402.4
2019-07-03,9519.8,9520.38,9419.84,9376.31,260472592.0,-125.68,-1.32,9382.722,9271.549,9051.166,281286691.2,286520019.2,267717427.2
2019-07-04,9435.04,9466.02,9368.3,9323.07,232802176.0,-51.54,-0.55,9408.486,9294.883,9082.279,276111152.0,278079161.6,268135411.2
2019-07-05,9379.94,9464.39,9443.22,9345.79,198703088.0,74.92,0.8,9461.468,9317.778,9125.193,267251270.4,262782097.6,266539836.8
2019-07-08,9419.69,9420.24,9186.29,9124.16,260279952.0,-256.93,-2.72,9392.634,9315.195,9148.918,251757833.6,260201651.2,269288073.6
2019-07-09,9178.91,9221.72,9198.79,9119.65,188090816.0,12.5,0.14,9323.288,9323.264,9156.974,228069724.8,251013731.2,262866060.8
2019-07-10,9231.86,9239.28,9166.15,9130.53,187294336.0,-32.64,-0.35,9272.55,9327.636,9167.545,213434073.6,247360382.4,257443843.2
2019-07-11,9216.95,9282.95,9152.77,9121.46,190345664.0,-13.38,-0.15,9229.444,9318.965,9177.603,204942771.2,240526961.6,253529553.6
2019-07-12,9161.27,9236.42,9213.38,9122.41,186186256.0,60.61,0.66,9183.476,9322.472,9197.766,202439404.8,234845337.6,249155964.0
2019-07-15,9181.03,9358.08,9309.42,9066.71,241649216.0,96.04,1.04,9208.102,9300.368,9224.193,198713257.6,225235545.6,250977779.2
2019-07-16,9294.56,9324.91,9283.41,9255.43,211312144.0,-26.01,-0.28,9225.026,9274.157,9248.148,203357523.2,215713624.0,251858580.8
2019-07-17,9274.69,9354.81,9302.0,9242.25,235067696.0,18.59,0.2,9252.196,9262.373,9266.961,212912195.2,213173134.4,249846576.8
2019-07-18,9258.12,9258.12,9154.65,9153.01,222426912.0,-147.35,-1.58,9252.572,9241.008,9267.946,219328444.8,212135608.0,245107384.8
2019-07-19,9198.82,9298.21,9228.55,9198.82,200474336.0,73.9,0.81,9255.606,9219.541,9268.66,222186060.8,212312732.8,237547415.2
2019-07-22,9247.28,9254.65,9122.64,9073.49,218545392.0,-105.91,-1.15,9218.25,9213.176,9264.186,217565296.0,208139276.8,234170464.0
2019-07-23,9125.46,9175.83,9175.83,9104.76,168118768.0,53.19,0.58,9196.734,9210.88,9267.072,208926620.8,206142072.0,228577901.6
2019-07-24,9203.23,9312.67,9266.3,9203.23,213978048.0,90.47,0.99,9189.594,9220.895,9274.266,204708691.2,208810443.2,228085412.8
2019-07-25,9265.31,9344.82,9344.82,9247.97,212853696.0,78.52,0.85,9227.628,9240.1,9279.533,202794048.0,211061246.4,225794104.0
2019-07-26,9310.65,9363.27,9349.0,9294.61,185654480.0,4.18,0.04,9251.718,9253.662,9288.067,199830076.8,211008068.8,222926703.2
2019-07-29,9350.21,9376.42,9354.28,9310.63,186596816.0,5.28,0.06,9298.046,9258.148,9279.258,193440361.6,205502828.8,215369187.2
2019-07-30,9362.23,9469.08,9399.1,9362.23,206900144.0,44.82,0.48,9342.7,9269.717,9271.937,201196636.8,205061628.8,210387626.4
2019-07-31,9374.44,9374.44,9326.61,9318.59,185301232.0,-72.49,-0.77,9354.762,9272.178,9267.276,195461273.6,200084982.4,206629058.4
2019-08-01,9278.83,9327.94,9268.05,9223.31,189132528.0,-58.56,-0.63,9339.408,9283.518,9262.263,190717040.0,196755544.0,204445576.0
2019-08-02,9049.35,9150.73,9136.46,9020.26,228554432.0,-131.59,-1.42,9296.9,9274.309,9246.925,199297030.4,199563553.6,205938143.2
2019-08-05,9093.07,9168.1,8984.73,8984.73,203852048.0,-151.73,-1.66,9222.99,9260.518,9236.847,202748076.8,198094219.2,203116748.0
2019-08-06,8805.15,8898.38,8859.47,8669.9,274305600.0,-125.26,-1.39,9115.064,9228.882,9219.881,216229168.0,208712902.4,207427487.2
2019-08-07,8919.89,8933.99,8814.74,8814.74,189083936.0,-44.73,-0.51,9012.69,9183.726,9202.311,216985708.8,206223491.2,207516967.2
2019-08-08,8870.18,8936.48,8919.28,8859.48,176794336.0,104.54,1.19,8942.936,9141.172,9190.636,214518070.4,202617555.2,206839400.8
2019-08-09,8963.47,8970.52,8795.18,8780.72,195121472.0,-124.1,-1.39,8874.68,9085.79,9169.726,207831478.4,203564254.4,207286161.6
2019-08-12,8816.89,8978.52,8978.52,8798.5,183867344.0,183.34,2.08,8873.438,9048.214,9153.181,203834537.6,203291307.2,204397068.0
2019-08-13,8910.15,8960.02,8902.63,8869.46,170587312.0,-75.89,-0.84,8882.07,8998.567,9134.142,183090880.0,199660024.0,202360826.4
2019-08-14,9034.05,9060.4,8966.47,8956.08,207501728.0,63.84,0.72,8912.416,8962.553,9117.366,186774438.4,201880073.6,200982528.0
2019-08-15,8779.53,9011.77,9009.68,8758.04,212807472.0,43.21,0.48,8930.496,8936.716,9110.117,193977065.6,204247568.0,200501556.0
2019-08-16,9007.15,9136.21,9060.92,8995.57,220697408.0,51.24,0.57,8983.644,8929.162,9101.736,199092252.8,203461865.6,201512709.6
2019-08-19,9165.8,9328.97,9328.97,9141.89,303617856.0,268.05,2.96,9053.734,8963.586,9112.052,223042355.2,213438446.4,205766332.8
2019-08-20,9340.66,9389.39,9328.73,9301.92,293736352.0,-0.24,-0.0,9138.954,9010.512,9119.697,247672163.2,215381521.6,212047212.0
2019-08-21,9304.52,9361.74,9322.75,9287.31,249206928.0,-5.98,-0.06,9210.21,9061.313,9122.52,256013203.2,221393820.8,213808656.0
2019-08-22,9350.65,9363.79,9350.56,9282.76,257246160.0,27.81,0.3,9278.386,9104.441,9122.807,264900940.8,229439003.2,216028279.2
2019-08-23,9357.0,9397.76,9362.55,9311.26,262062832.0,11.99,0.13,9338.712,9161.178,9123.484,273174025.6,236133139.2,219848696.8
2019-08-26,9181.71,9298.1,9270.39,9173.01,257433072.0,-92.16,-0.98,9326.996,9190.365,9119.29,263937068.8,243489712.0,223390509.6
2019-08-27,9333.1,9517.65,9443.18,9333.1,311957632.0,172.79,1.86,9349.886,9244.42,9121.494,267581324.8,257626744.0,228643384.0
2019-08-28,9449.4,9453.76,9414.0,9375.57,285827456.0,-29.18,-0.31,9368.136,9289.173,9125.863,274905430.4,265459316.8,233669695.2
2019-08-29,9429.0,9440.67,9398.47,9363.15,272537280.0,-15.53,-0.17,9377.718,9328.052,9132.384,277963654.4,271432297.6,237839932.8
2019-08-30,9458.39,9492.04,9365.68,9310.11,312542624.0,-32.79,-0.35,9378.344,9358.528,9143.845,288059612.8,280616819.2,242039342.4
2019-09-02,9393.03,9586.52,9569.47,9389.48,301362496.0,203.79,2.18,9438.16,9382.578,9173.082,296845497.6,280391283.2,246914864.8
2019-09-03,9591.42,9633.69,9633.69,9547.76,310116000.0,64.22,0.67,9476.262,9413.074,9211.793,296477171.2,282029248.0,248705384.8
2019-09-04,9612.62,9700.32,9700.32,9590.98,330543232.0,66.63,0.69,9533.526,9450.831,9256.072,305420326.4,290162878.4,255778349.6
