date      ,open    ,high    ,close   ,low     ,volume     ,price_change,p_change,ma5      ,ma10     ,ma20     ,v_ma5       ,v_ma10      ,v_ma20
2018-04-11,10796.5 ,10856.44,10808.37,10786.84,191004368.0,42.75       ,0.4     ,10733.244,10755.014,10857.721,195581686.4 ,204601324.8 ,201337159.2
2018-04-12,10797.35,10825.66,10726.95,10720.83,171686896.0,-81.42      ,-0.75   ,10727.776,10750.138,10831.998,188278256.0 ,199481739.2 ,198529083.2
2018-04-13,10789.77,10825.67,10687.02,10670.65,161837312.0,-39.93      ,-0.37   ,10728.268,10755.771,10809.367,182012972.8 ,195185339.2 ,196817561.6
2018-04-16,10660.69,10704.39,10621.79,10540.69,188159472.0,-65.23      ,-0.61   ,10721.95 ,10742.358,10782.274,182485929.6 ,194743820.8 ,196846857.6
2018-04-17,10636.88,10669.15,10395.16,10390.05,202286400.0,-226.63     ,-2.13   ,10647.858,10695.009,10749.476,182994889.6 ,194062145.6 ,198481260.0
2018-04-18,10477.52,10514.74,10491.15,10249.87,215834944.0,95.99       ,0.92    ,10584.414,10658.829,10720.609,187961004.8 ,191771345.6 ,200982035.2
2018-04-19,10502.36,10646.7 ,10598.35,10485.41,203988576.0,107.2       ,1.02    ,10558.694,10643.235,10696.637,194421340.8 ,191349798.4 ,202313460.0
2018-04-20,10571.99,10619.17,10408.91,10392.69,196805696.0,-189.44     ,-1.79   ,10503.072,10615.67 ,10668.055,201415017.6 ,191713995.2 ,202030121.6
2018-04-23,10416.78,10471.21,10330.63,10228.09,179579808.0,-78.28      ,-0.75   ,10444.84 ,10583.395,10640.724,199699084.8 ,191092507.2 ,202220204.0
2018-04-24,10325.51,10556.82,10556.82,10325.51,190970000.0,226.19,2.19,10477.172,10562.515,10646.565,197435804.8,190215347.2,197648062.4
2018-04-25,10503.94,10579.18,10547.1,10488.87,183348352.0,-9.72,-0.09,10488.362,10536.388,10645.701,190938486.4,189449745.6,197025535.2
2018-04-26,10495.03,10508.01,10292.12,10290.37,186332448.0,-254.98,-2.42,10427.116,10492.905,10621.522,187407260.8,190914300.8,195198020.0
2018-04-27,10353.02,10382.77,10324.47,10239.97,164776512.0,32.35,0.31,10410.228,10456.65,10606.211,181001424.0,191208220.8,193196780.0
2018-05-02,10356.19,10433.28,10342.85,10283.52,160567088.0,18.38,0.18,10412.672,10428.756,10585.557,177198880.0,188448982.4,191596401.6
2018-05-03,10329.16,10459.39,10458.62,10228.26,177743312.0,115.77,1.12,10393.032,10435.102,10565.056,174553542.4,185994673.6,190028409.6
2018-05-04,10428.85,10490.06,10426.19,10411.83,150582432.0,-32.43,-0.31,10368.85,10428.606,10543.718,168000358.4,179469422.4,185620384.0
2018-05-07,10456.43,10626.51,10626.51,10450.49,174177184.0,200.32,1.92,10435.728,10431.422,10537.329,165569305.6,176488283.2,183919040.8
2018-05-08,10632.11,10721.98,10707.8,10630.58,182770928.0,81.29,0.77,10512.394,10461.311,10538.491,169168188.8,175084806.4,183399400.8
2018-05-09,10693.22,10705.15,10689.07,10639.92,169498640.0,-18.73,-0.17,10581.638,10497.155,10540.275,170954499.2,174076689.6,182584598.4
2018-05-10,10706.73,10742.64,10729.77,10651.87,180925296.0,40.7,0.38,10635.868,10514.45,10538.483,171590896.0,173072219.2,181643783.2
2018-05-11,10748.89,10752.82,10634.3,10634.23,180171408.0,-95.47,-0.89,10677.49,10523.17,10529.779,177508691.2,172754524.8,181102135.2
2018-05-14,10649.11,10723.79,10671.46,10641.29,169570272.0,37.16,0.35,10686.48,10561.104,10527.005,176587308.8,171078307.2,180996304.0
2018-05-15,10692.82,10747.99,10747.99,10632.55,157932640.0,76.53,0.72,10694.518,10603.456,10530.053,171619651.2,170393920.0,180801070.4
2018-05-16,10713.59,10776.43,10701.32,10691.14,165521872.0,-46.67,-0.43,10696.968,10639.303,10534.03,170824297.6,170889398.4,179669190.4
2018-05-17,10702.07,10713.71,10635.5,10615.92,150682896.0,-65.82,-0.61,10678.114,10656.991,10546.047,164775817.6,168183356.8,177089015.2
2018-05-18,10623.91,10679.51,10672.52,10557.75,154568048.0,37.02,0.35,10685.758,10681.624,10555.115,159655145.6,168581918.4,174025670.4
2018-05-21,10741.19,10789.76,10765.35,10731.61,191005744.0,92.83,0.87,10704.536,10695.508,10563.465,163942240.0,170264774.4,173376528.8
2018-05-22,10754.7,10765.81,10765.81,10689.51,179543856.0,0.46,0.0,10708.1,10701.309,10581.31,168264483.2,169942067.2,172513436.8
2018-05-23,10746.82,10746.82,10631.12,10631.12,186496576.0,-134.69,-1.25,10694.06,10695.514,10596.335,172459424.0,171641860.8,172859275.2
2018-05-24,10632.5,10657.45,10564.13,10552.35,158449312.0,-66.99,-0.63,10679.786,10678.95,10596.7,174012707.2,169394262.4,171233240.8
2018-05-25,10550.63,10576.81,10448.22,10435.95,172760864.0,-115.91,-1.1,10634.926,10660.342,10591.756,177651270.4,168653208.0,170703866.4
2018-05-28,10439.65,10536.57,10465.54,10382.72,169664096.0,17.32,0.17,10574.964,10639.75,10600.427,173382940.8,168662590.4,169870448.8
2018-05-29,10446.99,10517.14,10349.07,10347.94,168436144.0,-116.47,-1.11,10491.616,10599.858,10601.657,171161398.4,169712940.8,170053430.4
2018-05-30,10203.66,10252.15,10105.79,10097.48,197606896.0,-243.28,-2.35,10386.55,10540.305,10589.804,173383462.4,172921443.2,171905420.8
2018-05-31,10178.96,10295.73,10295.73,10115.66,174687664.0,189.94,1.88,10332.87,10506.328,10581.66,176631132.8,175321920.0,171752638.4
2018-06-01,10247.16,10280.74,10169.35,10122.99,162718880.0,-126.38,-1.23,10277.096,10456.011,10568.818,174622736.0,176137003.2,172359460.8
2018-06-04,10192.04,10237.6,10204.32,10148.69,145772240.0,34.97,0.34,10224.852,10399.908,10547.708,169844364.8,171613652.8,170939213.6
2018-06-05,10216.63,10385.61,10385.61,10216.02,152789664.0,181.29,1.78,10232.16,10361.888,10531.599,166715068.8,168938233.6,169440150.4
2018-06-06,10375.26,10403.93,10365.13,10337.71,145456736.0,-20.48,-0.2,10284.028,10335.289,10515.402,156285036.8,164834249.6,168238055.2
2018-06-07,10397.65,10411.56,10313.85,10308.06,147571360.0,-51.28,-0.49,10287.652,10310.261,10494.606,150861776.0,163746454.4,166570358.4
2018-06-08,10290.63,10291.9,10205.52,10136.58,151727248.0,-108.33,-1.05,10294.886,10285.991,10473.167,148663449.6,161643092.8,165148150.4
2018-06-11,10191.31,10242.76,10175.35,10141.27,131225344.0,-30.17,-0.3,10289.092,10256.972,10448.361,145754070.4,157799217.6,163230904.0
2018-06-12,10187.31,10323.0,10315.28,10124.98,142568224.0,139.93,1.38,10275.026,10253.593,10426.726,143709782.4,155212425.6,162462683.2
2018-06-13,10280.08,10288.0,10161.65,10161.39,142851632.0,-153.63,-1.49,10234.33,10259.179,10399.742,143188761.6,149736899.2,161329171.2
2018-06-14,10124.76,10213.79,10084.18,10054.37,130720920.0,-77.47,-0.76,10188.396,10238.024,10372.176,139818673.6,145340224.8,160331072.4
2018-06-15,10077.43,10108.53,9943.13,9902.63,159964432.0,-141.05,-1.4,10135.918,10215.402,10335.707,141466110.4,145064780.0,160600891.6
2018-06-19,9775.97,9815.01,9414.76,9336.7,214212672.0,-528.37,-5.31,9983.8,10136.446,10268.177,158063576.0,151908823.2,161761238.0
2018-06-20,9367.74,9549.53,9501.34,9310.19,169974560.0,86.58,0.92,9821.012,10048.019,10204.954,163544843.2,153627312.8,161282773.2
2018-06-21,9493.5,9573.49,9316.68,9313.09,173337584.0,-184.66,-1.94,9652.018,9943.174,10139.232,169642033.6,156415397.6,160624823.6
2018-06-22,9247.02,9416.09,9409.95,9172.3,152509536.0,93.27,1.0,9517.172,9852.784,10081.523,173999756.8,156909215.2,160327834.8
2018-06-25,9472.91,9494.44,9324.83,9320.66,150021424.0,-85.12,-0.91,9393.512,9764.715,10025.353,172011155.2,156738632.8,159190862.8
2018-06-26,9201.0,9364.51,9339.37,9175.39,163332512.0,14.54,0.16,9378.434,9681.117,9969.045,161835123.2,159949349.6,158874283.6
2018-06-27,9338.01,9378.08,9168.66,9139.82,158240672.0,-170.71,-1.83,9311.898,9566.455,9910.024,159488345.6,161516594.4,158364510.0
2018-06-28,9130.52,9230.89,9071.73,9065.2,152800208.0,-96.93,-1.06,9262.908,9457.463,9858.321,155380870.4,162511452.0,156124175.6
2018-06-29,9100.6,9381.02,9379.47,9078.24,180437088.0,307.74,3.39,9256.812,9386.992,9812.508,160966380.8,167483068.8,156411646.8
2018-07-02,9369.24,9393.1,9179.8,9107.55,180839648.0,-199.67,-2.13,9227.806,9310.659,9763.031,167130025.6,169570590.4,157317685.2
2018-07-03,9184.31,9233.02,9221.54,8945.42,193249696.0,41.74,0.46,9204.24,9291.337,9713.892,173113462.4,167474292.8,159691558.0
2018-07-04,9182.96,9200.27,9035.49,9008.09,170891456.0,-186.05,-2.02,9177.606,9244.752,9646.386,175643619.2,167565982.4,160596647.6
2018-07-05,9036.12,9096.54,8862.18,8844.67,163346224.0,-173.31,-1.92,9135.696,9199.302,9571.238,177752822.4,166566846.4,161491122.0
2018-07-06,8873.9,9035.45,8911.34,8736.36,186062992.0,49.16,0.56,9042.07,9149.441,9501.113,178878003.2,169922192.0,163415703.6
2018-07-09,8954.31,9160.62,9160.62,8954.31,161689088.0,249.28,2.8,9038.234,9133.02,9448.868,175047891.2,171088958.4,163913795.6
2018-07-10,9176.29,9213.87,9205.43,9123.22,163300560.0,44.81,0.49,9035.012,9119.626,9400.372,169058064.0,171085763.2,165517556.4
2018-07-11,9024.72,9092.88,9023.82,8916.98,178766528.0,-181.61,-1.97,9032.678,9105.142,9335.799,170633078.4,173138348.8,167327471.6
2018-07-12,9019.96,9312.37,9273.61,9019.96,211251552.0,249.79,2.77,9114.964,9125.33,9291.397,180214144.0,178983483.2,170747467.6
2018-07-13,9288.47,9344.65,9326.97,9270.2,186432416.0,53.36,0.57,9198.09,9120.08,9253.536,180288028.8,179583016.0,173533042.4
2018-07-16,9322.97,9366.21,9317.36,9278.07,166706960.0,-9.61,-0.1,9229.438,9133.836,9222.248,181291603.2,178169747.2,173870168.8
2018-07-17,9307.66,9307.66,9285.16,9175.66,159232336.0,-32.2,-0.35,9245.384,9140.198,9215.768,180477958.4,174768011.2,171121152.0
2018-07-18,9293.2,9335.09,9195.24,9195.24,175256576.0,-89.92,-0.97,9279.668,9156.173,9200.463,179775968.0,175204523.2,171385252.8
2018-07-19,9214.9,9266.93,9148.78,9116.45,161620352.0,-46.46,-0.51,9254.702,9184.833,9192.068,169849728.0,175031936.0,170799391.2
2018-07-20,9141.51,9277.95,9251.48,9055.86,169930480.0,102.7,1.12,9239.604,9218.847,9184.144,166549340.8,173418684.8,171670438.4
2018-07-23,9188.47,9314.3,9314.3,9160.05,199809120.0,62.82,0.68,9238.992,9234.215,9183.618,173169772.8,177230688.0,174159823.2
2018-07-24,9316.65,9491.24,9465.8,9313.17,244672640.0,151.5,1.63,9275.12,9260.252,9189.939,190257833.6,185367896.0,178226829.6
2018-07-25,9475.72,9514.94,9463.76,9436.99,213146944.0,-2.04,-0.02,9328.824,9304.246,9204.694,197835907.2,188805937.6,180972143.2
2018-07-26,9467.56,9488.39,9352.25,9331.45,229138672.0,-111.51,-1.18,9369.518,9312.11,9218.72,211339571.2,190594649.6,184789066.4
2018-07-27,9344.75,9363.17,9295.93,9270.35,188934752.0,-56.32,-0.6,9378.408,9309.006,9214.543,215140425.6,190844883.2,185213949.6
2018-07-30,9289.36,9309.44,9181.94,9139.74,178357088.0,-113.99,-1.23,9351.936,9295.464,9214.65,210850019.2,192009896.0,185089821.6
2018-07-31,9168.83,9216.73,9178.78,9132.08,147991104.0,-3.16,-0.03,9294.532,9284.826,9212.512,191513712.0,190885772.8,182826892.0
2018-08-01,9205.75,9235.74,9005.37,9005.37,173264528.0,-173.41,-1.89,9202.854,9265.839,9211.006,183537228.8,190686568.0,182945545.6
2018-08-02,8971.71,8971.71,8780.56,8613.84,211111152.0,-224.81,-2.5,9088.516,9229.017,9206.925,179931724.8,195635648.0,185333792.0
2018-08-03,8767.56,8807.95,8602.12,8602.12,152843392.0,-178.44,-2.03,8949.754,9164.081,9191.464,172713452.8,193926939.2,183672812.0
2018-08-06,8582.43,8638.37,8422.84,8374.4,159152336.0,-179.28,-2.08,8797.934,9074.935,9154.575,168872502.4,189861260.8,183545974.4
2018-08-07,8453.55,8674.03,8674.03,8379.7,171924064.0,251.19,2.98,8696.984,8995.758,9128.005,173659094.4,182586403.2,183977149.6
2018-08-08,8654.55,8665.39,8499.22,8498.21,171693504.0,-174.81,-2.02,8595.754,8899.304,9101.775,173344889.6,178441059.2,183623498.4
2018-08-09,8475.79,8797.58,8752.2,8460.43,199857200.0,252.98,2.98,8590.082,8839.299,9075.705,171094099.2,175512912.0,183053780.8
2018-08-10,8752.94,8839.29,8813.49,8742.4,159645040.0,61.29,0.7,8632.356,8791.055,9050.031,172454428.8,172583940.8,181714412.0
2018-08-13,8712.12,8855.62,8844.86,8676.21,160953760.0,31.37,0.36,8716.76,8757.347,9026.406,172814713.6,170843608.0,181426752.0
2018-08-14,8832.27,8843.57,8784.9,8752.76,152129696.0,-59.96,-0.68,8738.934,8717.959,9001.393,168855840.0,171257467.2,181071620.0
2018-08-15,8786.35,8786.35,8581.18,8567.23,163432384.0,-203.72,-2.32,8755.326,8675.54,8970.69,167203616.0,170274252.8,180480410.4
2018-08-16,8470.91,8628.91,8500.42,8408.0,157105424.0,-80.76,-0.94,8704.97,8647.526,8938.272,158653260.8,164873680.0,180254664.0
2018-08-17,8573.57,8597.79,8357.04,8341.1,152746928.0,-143.38,-1.69,8613.68,8623.018,8893.55,157273638.4,164864033.6,179395486.4
2018-08-20,8355.0,8414.15,8414.15,8241.14,149839728.0,57.11,0.68,8527.538,8622.149,8848.542,155050832.0,163932772.8,176897016.8
2018-08-21,8419.79,8561.79,8549.06,8396.58,148513888.0,134.91,1.6,8480.37,8609.652,8802.705,154327670.4,161591755.2,172089079.2
2018-08-22,8533.43,8533.43,8454.75,8440.58,133426216.0,-94.31,-1.1,8455.084,8605.205,8752.255,148326436.8,157765026.4,168103042.8
2018-08-23,8446.98,8543.42,8501.39,8411.74,140125088.0,46.64,0.55,8455.278,8580.124,8709.712,144930369.6,151791815.2,163652363.6
2018-08-24,8480.22,8544.25,8484.74,8438.08,140519872.0,-16.65,-0.2,8480.818,8547.249,8669.152,142484958.4,149879298.4,161231619.6
2018-08-27,8511.37,8728.56,8728.56,8511.37,178436160.0,243.82,2.87,8543.7,8535.619,8646.483,148204244.8,151627538.4,161235573.2
2018-08-28,8731.64,8758.71,8733.75,8693.52,162576032.0,5.19,0.06,8580.638,8530.504,8624.232,151016673.6,152672172.0,161964819.6
2018-08-29,8716.82,8724.81,8678.26,8649.73,154352064.0,-55.49,-0.64,8625.34,8540.212,8607.876,155201843.2,151764140.0,161019196.4
2018-08-30,8666.9,8701.04,8552.8,8543.79,157376464.0,-125.46,-1.45,8635.622,8545.45,8596.488,158652118.4,151791244.0,158332462.0
2018-08-31,8509.27,8536.06,8465.47,8425.35,138909488.0,-87.33,-1.02,8631.768,8556.293,8589.656,158330041.6,150407500.0,157635766.8
2018-09-03,8440.95,8459.95,8455.55,8344.93,145309024.0,-9.92,-0.12,8577.166,8560.433,8591.291,151704614.4,149954429.6,156943601.2
2018-09-04,8454.14,8573.2,8554.44,8420.88,161407184.0,98.89,1.17,8541.304,8560.971,8585.312,151470844.8,151243759.2,156417757.2
2018-09-05,8519.57,8536.84,8402.51,8402.51,166313904.0,-151.93,-1.78,8486.154,8555.747,8580.476,153863212.8,154532528.0,156148777.2
2018-09-06,8369.3,8450.89,8324.16,8295.48,144449456.0,-78.35,-0.93,8440.426,8538.024,8559.074,151277811.2,154964964.8,153378390.0
2018-09-07,8344.57,8462.39,8322.36,8270.4,160347056.0,-1.8,-0.02,8411.804,8521.786,8534.518,155565324.8,156947683.2,153413490.8
2018-09-10,8310.46,8311.91,8158.49,8155.35,155414176.0,-163.87,-1.97,8352.392,8464.779,8500.199,157586355.2,154645484.8,153136511.6
2018-09-11,8155.95,8216.62,8168.1,8112.0,135954592.0,9.61,0.12,8275.124,8408.214,8469.359,152495836.8,151983340.8,152327756.4
2018-09-12,8162.17,8196.86,8111.16,8095.01,128076096.0,-56.94,-0.7,8216.854,8351.504,8445.858,144848275.2,149355744.0,150559942.0
2018-09-13,8196.21,8227.2,8163.76,8038.12,156021952.0,52.6,0.65,8184.774,8312.6,8429.025,147162774.4,149220292.8,150505768.4
2018-09-14,8173.56,8180.7,8113.88,8090.4,160010224.0,-49.88,-0.61,8143.078,8277.441,8416.867,147095408.0,151330366.4,150868933.2
2018-09-17,8068.06,8074.79,7999.35,7977.44,141937344.0,-114.53,-1.41,8111.25,8231.821,8396.127,144400041.6,150993198.4,150473814.0
2018-09-18,7970.45,8133.9,8133.22,7958.52,160542160.0,133.87,1.67,8104.274,8189.699,8375.335,149317555.2,150906696.0,151075227.6
2018-09-19,8111.24,8313.62,8248.12,8097.23,200529776.0,114.9,1.41,8131.666,8174.26,8365.004,163808291.2,154328283.2,154430405.6
2018-09-20,8241.7,8295.13,8233.89,8218.38,177806992.0,-14.23,-0.17,8145.692,8165.233,8351.629,168165299.2,157664036.8,156314500.8
2018-09-21,8258.02,8419.47,8409.18,8216.68,197594128.0,175.29,2.13,8204.752,8173.915,8347.851,175682080.0,161388744.0,159168213.6
2018-09-25,8336.75,8390.65,8353.38,8311.93,149970128.0,-55.8,-0.66,8275.558,8193.404,8329.092,177288636.8,160844339.2,157744912.0
2018-09-26,8369.52,8485.68,8420.54,8344.72,182897168.0,67.16,0.8,8333.022,8218.648,8313.431,181759638.4,165538596.8,158760968.8
2018-09-27,8411.18,8434.87,8334.75,8331.78,191355632.0,-85.79,-1.02,8350.348,8241.007,8296.256,179924809.6,171866550.4,160611147.2
2018-09-28,8351.63,8405.98,8401.09,8317.48,155515376.0,66.34,0.8,8383.788,8264.74,8288.67,175466486.4,171815892.8,160518092.8
2018-10-08,8225.84,8249.39,8060.83,8055.98,164590320.0,-340.26,-4.05,8314.118,8259.435,8268.438,168865724.8,172273902.4,161802134.4
2018-10-09,8083.23,8132.15,8046.39,8013.19,134621904.0,-14.44,-0.18,8252.72,8264.139,8247.98,165796080.0,171542358.4,161267778.4
2018-10-10,8062.46,8090.22,8010.69,7952.13,139300400.0,-35.7,-0.44,8170.75,8251.886,8220.793,157076726.4,169418182.4,160162439.2
2018-10-11,7753.03,7803.29,7524.09,7481.89,234967632.0,-486.6,-6.07,8008.618,8179.483,8176.872,165799126.4,172861968.0,163595125.6
2018-10-12,7484.86,7595.93,7558.28,7331.81,210084272.0,34.19,0.45,7840.056,8111.922,8138.578,176712905.6,176089696.0,166876866.4
2018-10-15,7571.71,7622.03,7444.48,7430.96,157507888.0,-113.8,-1.51,7716.786,8015.452,8094.684,175296419.2,172081072.0,166734908.0
2018-10-16,7444.94,7493.15,7298.98,7263.29,157665056.0,-145.5,-1.95,7567.304,7910.012,8051.708,179905049.6,172850564.8,166847452.0
2018-10-17,7390.69,7419.21,7365.21,7206.34,171300144.0,66.23,0.91,7438.208,7804.479,8011.564,186304998.4,171690862.4,168614729.6
2018-10-18,7309.0,7316.19,7187.49,7182.39,162453344.0,-177.72,-2.41,7370.888,7689.753,7965.38,171802140.8,168800633.6,170333592.0
2018-10-19,7097.04,7390.92,7387.74,7084.44,184794336.0,200.25,2.79,7336.78,7588.418,7926.579,166744153.6,171728529.6,171772211.2
2018-10-22,7464.92,7816.82,7748.82,7464.92,257882928.0,361.08,4.89,7397.648,7557.217,7908.326,186819161.6,181057790.4,176665846.4
2018-10-23,7752.18,7769.52,7574.99,7523.07,221267184.0,-173.83,-2.24,7452.85,7510.077,7887.108,199539587.2,189722318.4,180632338.4
2018-10-24,7531.6,7653.24,7545.11,7484.63,183170096.0,-29.88,-0.39,7488.83,7463.519,7857.703,201913577.6,194109288.0,181763735.2
2018-10-25,7334.52,7543.11,7529.41,7305.77,191703392.0,-15.7,-0.21,7557.214,7464.051,7821.767,207763587.2,189782864.0,181322416.0
2018-10-26,7582.77,7621.38,7504.72,7476.13,184356992.0,-24.69,-0.33,7580.61,7458.695,7785.309,207676118.4,187210136.0,181649916.0
2018-10-29,7449.64,7450.38,7322.24,7290.82,155114080.0,-182.48,-2.43,7495.294,7446.471,7730.962,187122348.8,186970755.2,179525913.6
2018-10-30,7271.96,7451.66,7375.23,7189.35,188857664.0,52.99,0.72,7455.342,7454.096,7682.054,180640444.8,190090016.0,181470290.4
2018-10-31,7385.98,7526.6,7482.83,7373.75,194478320.0,107.6,1.46,7442.886,7465.858,7635.169,182902089.6,192407833.6,182049348.0
2018-11-01,7568.2,7689.57,7567.79,7558.4,235785440.0,84.96,1.14,7450.562,7503.888,7596.821,191718499.2,199741043.2,184270838.4
2018-11-02,7763.49,7867.54,7867.54,7709.44,268299632.0,299.75,3.96,7523.126,7551.868,7570.143,208507027.2,208091572.8,189910051.2
2018-11-05,7831.82,7895.54,7839.08,7733.14,259786880.0,-28.46,-0.36,7626.494,7560.894,7559.056,229441587.2,208281968.0,194669879.2
2018-11-06,7807.09,7807.09,7791.25,7701.51,210422864.0,-47.83,-0.61,7709.698,7582.52,7546.299,233754627.2,207197536.0,198459927.2
2018-11-07,7783.13,7871.17,7752.04,7745.39,226640512.0,-39.21,-0.5,7763.54,7603.213,7533.366,240187065.6,211544577.6,202826932.8
2018-11-08,7813.63,7823.6,7698.02,7692.34,209202176.0,-54.02,-0.7,7789.586,7620.074,7542.063,234870412.8,213294456.0,201538660.0
2018-11-09,7650.17,7705.26,7648.55,7626.17,193795520.0,-49.47,-0.64,7745.788,7634.457,7546.576,219969590.4,214238308.8,200724222.4
2018-11-12,7634.82,7832.82,7832.29,7622.47,249652880.0,183.74,2.4,7744.43,7685.462,7565.967,217942790.4,223692188.8,205331472.0
2018-11-13,7733.11,8008.11,7963.66,7718.68,353815392.0,131.37,1.68,7778.912,7744.305,7599.201,246621296.0,240187961.6,215138988.8
2018-11-14,7942.08,7990.45,7908.55,7894.21,314971616.0,-55.11,-0.69,7810.214,7786.877,7626.368,264287516.8,252237291.2,222322562.4
2018-11-15,7889.92,8002.1,8002.1,7884.34,281944320.0,93.55,1.18,7871.03,7830.308,7667.098,278835945.6,256853179.2,228297111.2
2018-11-16,8003.47,8116.73,8062.29,7959.14,317727584.0,60.19,0.75,7953.778,7849.783,7700.826,303622358.4,261795974.4,234943773.6
2018-11-19,8050.55,8108.85,8108.85,8014.57,295374976.0,46.56,0.58,8009.09,7876.76,7718.827,312766777.6,265354784.0,236818376.0
2018-11-20,8031.36,8054.24,7879.52,7870.41,285221216.0,-229.33,-2.83,7992.262,7885.587,7734.054,299047942.4,272834619.2,240016077.6
2018-11-21,7786.78,7919.07,7908.47,7776.56,241088352.0,28.95,0.37,7992.246,7901.23,7752.222,284271289.6,274279403.2,242911990.4
2018-11-22,7929.79,7950.97,7893.99,7857.81,224810816.0,-14.48,-0.18,7970.624,7920.827,7770.451,272844588.8,275840267.2,244567361.6
2018-11-23,7882.85,7889.13,7636.7,7616.47,263332912.0,-257.29,-3.26,7885.506,7919.642,7777.05,261965654.4,282794006.4,248516157.6
2018-11-26,7627.4,7682.2,7615.91,7586.6,178770560.0,-20.79,-0.27,7786.918,7898.004,7791.733,238644771.2,275705774.4,249698981.6
2018-11-27,7657.8,7682.76,7635.16,7589.0,180528496.0,19.25,0.25,7738.046,7865.154,7804.73,217706227.2,258377084.8,249282523.2
2018-11-28,7633.37,7757.07,7757.07,7572.65,217484848.0,121.91,1.6,7707.766,7850.006,7818.442,212985526.4,248628408.0,250432849.6
2018-11-29,7800.57,7820.45,7597.01,7597.01,217859136.0,-160.06,-2.06,7648.37,7809.497,7819.903,211595190.4,242219889.6,249536534.4
2018-11-30,7583.84,7688.88,7681.75,7537.92,187016048.0,84.74,1.11,7657.38,7771.443,7810.613,196331817.6,229148736.0,245472355.2
2018-12-03,7901.83,7968.09,7938.47,7835.23,265804512.0,256.72,3.34,7721.892,7754.405,7815.583,213738608.0,226191689.6,245773236.8
