df_index,open    ,high    ,close   ,low     ,volume     ,price_change,p_change,ma5      ,ma10     ,ma20     ,v_ma5       ,v_ma10      ,v_ma20      ,macd               ,dea                 ,hist                ,date      ,value
262     ,10368.03,10438.99,10436.62,10304.73,440133440.0,84.75       ,0.82    ,10361.032,10064.867,9899.247 ,509475622.4 ,471359984.0 ,483258025.6 ,357.80596007783606 ,341.2764470465026   ,16.529513031333465  ,2019-04-09,11547.775694683076
263     ,10403.24,10529.74,10435.08,10328.61,474638368.0,-1.54       ,-0.01   ,10395.976,10157.075,9928.939 ,492991776.0 ,473937766.4 ,473810321.6 ,357.45691240795713 ,344.5125401187935   ,12.944372289163653  ,2019-04-10,11546.071735492282
264     ,10420.65,10437.45,10158.4 ,10149.38,444252128.0,-276.68     ,-2.65   ,10359.554,10211.971,9957.256 ,483618886.4 ,480671056.0 ,465224700.8 ,331.0385199326065  ,341.81773608155606  ,-10.779216148949558 ,2019-04-11,11239.934443993223
265     ,10138.09,10186.47,10132.34,10053.81,370906208.0,-26.06      ,-0.26   ,10302.862,10270.554,9992.976 ,454974444.8 ,481231452.8 ,459661416.0 ,304.4889700452786  ,334.3519828743006   ,-29.863012829021955 ,2019-04-12,11239.934443993223
266     ,10294.82,10365.31,10053.76,10048.83,403544064.0,-78.58      ,-0.78   ,10243.24 ,10285.244,10018.137,426694841.6 ,478035363.2 ,458716529.6 ,273.94959084529    ,322.27150446849845  ,-48.321913623208445 ,2019-04-15,11239.934443993223
267     ,9993.25 ,10287.64,10287.64,9928.28 ,411812448.0,233.88      ,2.33    ,10213.444,10287.238,10040.348,421030643.2 ,465253132.8 ,457316387.2 ,265.55788815760206 ,310.9287812063192   ,-45.37089304871711  ,2019-04-16,11239.934443993223
268     ,10288.45,10410.65,10344.43,10257.56,453500768.0,56.79       ,0.55    ,10195.314,10295.645,10065.582,416803123.2 ,454897449.6 ,458404451.2 ,260.48714801018286 ,300.8404545670919   ,-40.35330655690905  ,2019-04-17,11239.934443993223
269     ,10338.5 ,10363.85,10287.67,10267.31,422880576.0,-56.76      ,-0.55   ,10221.168,10290.361,10089.936,412528812.8 ,448073849.6 ,456987484.8 ,249.01796814527916 ,290.4759572827294   ,-41.45798913745023  ,2019-04-18,11178.260801362256
270     ,10280.34,10418.24,10418.24,10208.61,409455008.0,130.57      ,1.27    ,10278.348,10290.605,10117.358,420238572.8 ,437606508.8 ,451663430.4 ,247.61017231784353 ,281.90280028975224  ,-34.2926279719087   ,2019-04-19,11320.134083926127
271     ,10418.71,10418.71,10224.31,10192.52,437135616.0,-193.93     ,-1.86   ,10312.458,10277.849,10134.612,426956883.2 ,426825862.4 ,450126587.2 ,228.21523060326763 ,271.1652863524553   ,-42.9500557491877   ,2019-04-22,11109.415804936989
272     ,10206.02,10247.39,10124.66,10091.92,403741216.0,-99.65      ,-0.97   ,10279.862,10246.653,10155.76 ,425342636.8 ,423186640.0 ,447273312.0 ,202.46973232998607 ,257.42617554796146  ,-54.95644321797539  ,2019-04-23,11001.139228330649
273     ,10162.38,10239.37,10236.27,10023.91,370744416.0,111.61      ,1.1     ,10258.23 ,10226.772,10191.924,408791366.4 ,412797244.8 ,443367505.6 ,188.89477234573678 ,243.71989490751653  ,-54.82512256177975  ,2019-04-24,11001.139228330649
274     ,10186.23,10209.14,9907.62 ,9902.02 ,430107680.0,-328.65     ,-3.21   ,10182.22 ,10201.694,10206.833,410236787.2 ,411382800.0 ,446026928.0 ,149.88937894103037 ,224.9537917142193   ,-75.06441277318893  ,2019-04-25,11001.139228330649
275     ,9852.94 ,9927.74 ,9780.82 ,9774.75 ,339762944.0,-126.8      ,-1.28   ,10054.736,10166.542,10218.548,396298374.4 ,408268473.6 ,444749963.2 ,107.5063569978447  ,201.46430477094438  ,-93.95794777309968  ,2019-04-26,11001.139228330649
276     ,9775.95 ,9822.82 ,9622.49 ,9597.09 ,356616160.0,-158.33     ,-1.62   ,9934.372 ,10123.415,10204.33 ,380194483.2 ,403575683.2 ,440805523.2 ,60.44482861503093  ,173.2604095397617   ,-112.81558092473077 ,2019-04-29,11001.139228330649
277     ,9573.41 ,9730.55 ,9674.53 ,9573.39 ,263792928.0,52.04       ,0.54    ,9844.346 ,10062.104,10174.671,352204825.6 ,388773731.2 ,427013432.0 ,27.035769869351498 ,144.01548160567967  ,-116.97971173632817 ,2019-04-30,11001.139228330649
278     ,9289.74 ,9333.92 ,8943.52 ,8893.15 ,355213408.0,-731.01     ,-7.56   ,9585.796 ,9922.013 ,10108.829,349098624.0 ,378944995.2 ,416921222.4 ,-57.76170658232877 ,103.66004396807799  ,-161.42175055040676 ,2019-05-06,11001.139228330649
279     ,9011.52 ,9160.52 ,9089.46 ,8928.57 ,296713600.0,145.94      ,1.63    ,9422.164 ,9802.192 ,10046.277,322419808.0 ,366328297.6 ,407201073.6 ,-111.89828549367485,60.54837807572741   ,-172.44666356940226 ,2019-05-07,11001.139228330649
280     ,8899.91 ,9167.81 ,9002.53 ,8873.44 ,289597248.0,-86.93      ,-0.96   ,9266.506 ,9660.621 ,9975.613 ,312386668.8 ,354342521.6 ,395974515.2 ,-159.9723768288477 ,16.44422709481239   ,-176.4166039236601  ,2019-05-08,11001.139228330649
281     ,8919.5  ,9012.24 ,8877.31 ,8860.17 ,244927936.0,-125.22     ,-1.39   ,9117.47  ,9525.921 ,9901.885 ,290049024.0 ,335121753.6 ,380973808.0 ,-205.80327600223063,-28.00527352459622  ,-177.7980024776344  ,2019-05-09,11001.139228330649
282     ,8988.92 ,9238.55 ,9235.39 ,8820.59 ,346735328.0,358.08      ,4.03    ,9029.642 ,9436.994 ,9841.824 ,306637504.0 ,329421164.8 ,376303902.4 ,-210.80055283604997,-64.56432938688698  ,-146.236223449163   ,2019-05-10,11001.139228330649
283     ,9112.52 ,9191.07 ,9103.36 ,9059.32 ,268454272.0,-132.03     ,-1.43   ,9061.61  ,9323.703 ,9775.238 ,289285676.8 ,319192150.4 ,365994697.6 ,-222.8458204085764 ,-96.22062759122487  ,-126.62519281735153 ,2019-05-13,11001.139228330649
284     ,8998.97 ,9142.46 ,9038.36 ,8996.92 ,258630928.0,-65.0       ,-0.71   ,9051.39  ,9236.777 ,9719.236 ,281669142.4 ,302044475.2 ,356713637.6 ,-234.92862753339068,-123.96222757965803 ,-110.96639995373265 ,2019-05-14,10922.588665698666
285     ,9125.27 ,9282.96 ,9259.03 ,9123.9  ,288895904.0,220.67      ,2.44    ,9102.69  ,9184.598 ,9675.57  ,281528873.6 ,296957771.2 ,352613122.4 ,-224.11466015216683,-143.9927140941598  ,-80.12194605800704  ,2019-05-15,11189.261783483278
286     ,9247.99 ,9307.22 ,9293.32 ,9211.75 ,310232480.0,34.29       ,0.37    ,9185.892 ,9151.681 ,9637.548 ,294589782.4 ,292319403.2 ,347947543.2 ,-210.35278074919006,-157.26472742516586 ,-53.0880533240242   ,2019-05-16,11230.700226447134
287     ,9299.46 ,9303.05 ,9000.19 ,8964.37 ,349171168.0,-293.13     ,-3.15   ,9138.852 ,9084.247 ,9573.176 ,295076950.4 ,300857227.2 ,344815479.2 ,-220.55708855883313,-169.92319965189932 ,-50.633888906933805 ,2019-05-17,10876.461358380777
288     ,8980.8  ,8994.18 ,8916.11 ,8792.84 ,274992480.0,-84.08      ,-0.93   ,9101.402 ,9081.506 ,9501.76  ,296384592.0 ,292835134.4 ,335890064.8 ,-232.7456819873696 ,-182.48769611899337 ,-50.25798586837624  ,2019-05-20,10774.853184440819
289     ,8920.46 ,9120.69 ,9087.52 ,8892.15 ,287502720.0,171.41      ,1.92    ,9111.234 ,9081.312 ,9441.752 ,302158950.4 ,291914046.4 ,329121172.0 ,-225.96904513522713,-191.18396592224013 ,-34.785079212987    ,2019-05-21,10981.997060452331
290     ,9068.99 ,9132.37 ,9041.22 ,8986.53 ,281965184.0,-46.3       ,-0.51   ,9067.672 ,9085.181 ,9372.901 ,300772806.4 ,291150840.0 ,322746680.8 ,-221.77801574810474,-197.30277588741305 ,-24.475239860691687 ,2019-05-22,10926.044890454472
291     ,8997.25 ,8997.25 ,8809.53 ,8789.41 ,278961824.0,-231.69     ,-2.56   ,8970.914 ,9078.403 ,9302.162 ,294518675.2 ,294554228.8 ,314837991.2 ,-234.4494540830019 ,-204.73211152653082 ,-29.717342556471095 ,2019-05-23,10646.054431128254
292     ,8788.17 ,8880.81 ,8776.77 ,8745.6  ,228714112.0,-32.76      ,-0.37   ,8926.23  ,9032.541 ,9234.768 ,270427264.0 ,282752107.2 ,306086636.0 ,-244.3187638430154 ,-212.64944198982772 ,-31.669321853187682 ,2019-05-24,10606.464947561733
293     ,8795.14 ,9003.87 ,8979.83 ,8732.98 ,270875552.0,203.06      ,2.31    ,8938.974 ,9020.188 ,9171.946 ,269603878.4 ,282994235.2 ,301093192.8 ,-233.06835110407337,-216.73322381267684 ,-16.33512729139653  ,2019-05-27,10606.464947561733
294     ,8979.58 ,9082.7  ,9035.69 ,8946.7  ,276643360.0,55.86       ,0.62    ,8928.608 ,9019.921 ,9128.349 ,267432006.4 ,284795478.4 ,293419976.8 ,-217.14180720770673,-216.81494049168282 ,-0.3268667160239147 ,2019-05-28,10606.464947561733
295     ,8971.22 ,9077.51 ,9010.36 ,8956.72 ,248026464.0,-25.33      ,-0.28   ,8922.436 ,8995.054 ,9089.826 ,260644262.4 ,280708534.4 ,288833152.8 ,-204.20982202157393,-214.29391679766104 ,10.084094776087113  ,2019-05-29,10576.731550652174
296     ,8974.4  ,8974.4  ,8943.35 ,8845.83 ,264232016.0,-67.01      ,-0.74   ,8949.2   ,8960.057 ,9055.869 ,257698300.8 ,276108488.0 ,284213945.6 ,-197.09627440256372,-210.85438831864158 ,13.75811391607786   ,2019-05-30,10498.072453656137
297     ,8939.41 ,9016.16 ,8922.69 ,8892.12 ,248794752.0,-20.66      ,-0.23   ,8978.384 ,8952.307 ,9018.277 ,261714428.8 ,266070846.4 ,283464036.8 ,-190.9249618873564 ,-206.86850303238455 ,15.94354114502815   ,2019-05-31,10473.82089502402
298     ,8953.37 ,9012.08 ,8856.99 ,8826.75 ,273451168.0,-65.7       ,-0.74   ,8953.816 ,8946.395 ,9013.951 ,262229552.0 ,265916715.2 ,279375924.8 ,-189.15513057900534,-203.32582854170872 ,14.170697962703372  ,2019-06-03,10396.699529964484
299     ,8854.5  ,8868.09 ,8748.27 ,8697.49 ,238852096.0,-108.72     ,-1.23   ,8896.332 ,8912.47  ,8996.891 ,254671299.2 ,261051652.8 ,276482849.6 ,-194.285717097202  ,-201.51780625280736 ,7.232089155605365   ,2019-06-04,10269.079517646785
300     ,8831.13 ,8851.12 ,8746.05 ,8729.21 ,224442496.0,-2.22       ,-0.03   ,8843.47  ,8882.953 ,8984.067 ,249954505.6 ,255299384.0 ,273225112.0 ,-196.2684191602093 ,-200.46792883428776 ,4.199509674078456   ,2019-06-05,10269.079517646785
301     ,8741.83 ,8741.83 ,8584.94 ,8557.58 ,230614576.0,-161.11     ,-1.84   ,8771.788 ,8860.494 ,8969.449 ,243231017.6 ,250464659.2 ,272509444.0 ,-208.43722084307592,-202.0617872360454  ,-6.375433607030516  ,2019-06-06,10269.079517646785
302     ,8621.73 ,8748.97 ,8711.79 ,8582.48 ,205315216.0,126.85      ,1.48    ,8729.608 ,8853.996 ,8943.269 ,234535110.4 ,248124769.6 ,265438438.4 ,-205.47674101235134,-202.7447779913066  ,-2.7319630210447485 ,2019-06-10,10269.079517646785
303     ,8721.27 ,9045.12 ,9037.67 ,8718.47 ,316531072.0,325.88      ,3.74    ,8765.744 ,8859.78  ,8939.984 ,243151091.2 ,252690321.6 ,267842278.4 ,-174.8195361191938 ,-197.15972961688402 ,22.340193497690223  ,2019-06-11,10269.079517646785
304     ,9008.56 ,9038.87 ,8954.72 ,8930.91 ,295738688.0,-82.95      ,-0.92   ,8807.034 ,8851.683 ,8935.802 ,254528409.6 ,254599854.4 ,269697666.4 ,-155.42520708758275,-188.81282511102376 ,33.38761802344101   ,2019-06-12,10174.827332516237
305     ,8948.58 ,8974.8  ,8951.61 ,8866.22 ,268631456.0,-3.11       ,-0.04   ,8848.146 ,8845.808 ,8920.431 ,263366201.6 ,256660353.6 ,268684444.0 ,-138.70708369144813,-178.79167682710863 ,40.0845931356605    ,2019-06-13,10171.293585731959
306     ,8956.92 ,8994.16 ,8810.13 ,8801.33 ,273658048.0,-141.48     ,-1.58   ,8893.184 ,8832.486 ,8896.272 ,271974896.0 ,257602956.8 ,266855722.4 ,-135.3142852051169 ,-170.09619850271028 ,34.78191329759338   ,2019-06-14,10010.53651337186
307     ,8807.84 ,8864.77 ,8780.87 ,8753.42 ,205212912.0,-29.26      ,-0.33   ,8907.0   ,8818.304 ,8885.306 ,271954435.2 ,253244772.8 ,259657809.6 ,-133.44819767075205,-162.76659833631862 ,29.31840066556657   ,2019-06-17,9977.289751022015
308     ,8785.77 ,8839.23 ,8804.32 ,8722.93 ,193696112.0,23.45       ,0.27    ,8860.33  ,8813.037 ,8879.716 ,247387443.2 ,245269267.2 ,255592991.2 ,-128.59473082564364,-155.93222483418361 ,27.337494008539977  ,2019-06-18,9977.289751022015
309     ,9051.85 ,9084.18 ,8925.73 ,8923.44 ,275307776.0,121.41      ,1.38    ,8854.532 ,8830.783 ,8871.627 ,243301260.8 ,248914835.2 ,254983244.0 ,-113.64156186351465,-147.47409224004983 ,33.832530376535175  ,2019-06-19,9977.289751022015
310     ,8923.57 ,9183.15 ,9134.96 ,8900.75 ,317210752.0,209.23      ,2.34    ,8891.202 ,8869.674 ,8876.314 ,253017120.0 ,258191660.8 ,256745522.4 ,-83.94034331069452 ,-134.76734245417876 ,50.826999143484244  ,2019-06-20,9977.289751022015
311     ,9181.64 ,9252.55 ,9214.27 ,9158.32 ,351673728.0,79.31       ,0.87    ,8972.03  ,8932.607 ,8896.551 ,268620256.0 ,270297576.0 ,260381117.6 ,-53.38684907916104 ,-118.49124377917522 ,65.10439470001418   ,2019-06-21,10063.91288348823
312     ,9220.23 ,9251.48 ,9212.12 ,9171.35 ,286084416.0,-2.15       ,-0.02   ,9058.28  ,8982.64  ,8918.318 ,284794556.8 ,278374496.0 ,263249632.8 ,-29.012039079194437,-100.59540283917906 ,71.58336375998462   ,2019-06-24,10061.564633143982
313     ,9206.18 ,9206.18 ,9118.1  ,9004.76 ,279970016.0,-94.02      ,-1.02   ,9121.036 ,8990.683 ,8925.232 ,302049337.6 ,274718390.4 ,263704356.0 ,-17.084515129599822,-83.89322529726321  ,66.80871016766339   ,2019-06-25,9958.875099485258
314     ,9064.13 ,9164.28 ,9122.43 ,9040.32 ,223827824.0,4.33        ,0.05    ,9160.376 ,9007.454 ,8929.569 ,291753347.2 ,267527304.0 ,261063579.2 ,-7.199480523739112 ,-68.55447634255839  ,61.354995818819276  ,2019-06-26,9963.604366457628
315     ,9154.04 ,9274.42 ,9239.48 ,9152.63 ,258679872.0,117.05      ,1.28    ,9181.28  ,9036.241 ,8941.025 ,280047171.2 ,266532145.6 ,261596249.6 ,9.964572008188043  ,-52.850666672409105 ,62.81523868059715   ,2019-06-27,9963.604366457628
316     ,9236.06 ,9236.06 ,9178.31 ,9126.89 ,243002496.0,-61.17      ,-0.66   ,9174.088 ,9073.059 ,8952.773 ,258312924.8 ,263466590.4 ,260534773.6 ,18.41897701743983  ,-38.59673793443932  ,57.01571495187915   ,2019-06-28,9963.604366457628
317     ,9384.79 ,9530.46 ,9530.46 ,9339.77 ,337747136.0,352.15      ,3.84    ,9237.756 ,9148.018 ,8983.161 ,268645468.8 ,276720012.8 ,264982392.8 ,52.92463362562921  ,-20.29246362242561  ,73.21709724805483   ,2019-07-01,9963.604366457628
318     ,9516.42 ,9560.52 ,9545.52 ,9483.16 ,306531360.0,15.06       ,0.16    ,9323.24  ,9222.138 ,9017.588 ,273957737.6 ,288003537.6 ,266636402.4 ,80.55721776451537  ,-0.1225273450374118 ,80.67974510955278   ,2019-07-02,9963.604366457628
319     ,9519.8  ,9520.38 ,9419.84 ,9376.31 ,260472592.0,-125.68     ,-1.32   ,9382.722 ,9271.549 ,9051.166 ,281286691.2 ,286520019.2 ,267717427.2 ,91.26289231476039  ,18.15455658692215   ,73.10833572783824   ,2019-07-03,9832.419706347295
320     ,9435.04 ,9466.02 ,9368.3  ,9323.07 ,232802176.0,-51.54      ,-0.55   ,9408.486 ,9294.883 ,9082.279 ,276111152.0 ,278079161.6 ,268135411.2 ,94.49904311834689  ,33.423453893207096  ,61.075589225139794  ,2019-07-04,9778.622305153096
321     ,9379.94 ,9464.39 ,9443.22 ,9345.79 ,198703088.0,74.92       ,0.8     ,9461.468 ,9317.778 ,9125.193 ,267251270.4 ,262782097.6 ,266539836.8 ,101.93410094886713 ,47.1255833043391    ,54.808517644528024  ,2019-07-05,9778.622305153096
322     ,9419.69 ,9420.24 ,9186.29 ,9124.16 ,260279952.0,-256.93     ,-2.72   ,9392.634 ,9315.195 ,9148.918 ,251757833.6 ,260201651.2 ,269288073.6 ,86.1018060759252   ,54.920827858656324  ,31.180978217268873  ,2019-07-08,9778.622305153096
323     ,9178.91 ,9221.72 ,9198.79 ,9119.65 ,188090816.0,12.5        ,0.14    ,9323.288 ,9323.264 ,9156.974 ,228069724.8 ,251013731.2 ,262866060.8 ,73.71352028002002  ,58.679366342929065  ,15.034153937090956  ,2019-07-09,9778.622305153096
324     ,9231.86 ,9239.28 ,9166.15 ,9130.53 ,187294336.0,-32.64      ,-0.35   ,9272.55  ,9327.636 ,9167.545 ,213434073.6 ,247360382.4 ,257443843.2 ,60.56379755923808  ,59.056252586190865  ,1.5075449730472172  ,2019-07-10,9778.622305153096
325     ,9216.95 ,9282.95 ,9152.77 ,9121.46 ,190345664.0,-13.38      ,-0.15   ,9229.444 ,9318.965 ,9177.603 ,204942771.2 ,240526961.6 ,253529553.6 ,48.503772093563384 ,56.94575648766537   ,-8.441984394101986  ,2019-07-11,9778.622305153096
326     ,9161.27 ,9236.42 ,9213.38 ,9122.41 ,186186256.0,60.61       ,0.66    ,9183.476 ,9322.472 ,9197.766 ,202439404.8 ,234845337.6 ,249155964.0 ,43.33727040856502  ,54.2240592718453    ,-10.88678886328028  ,2019-07-12,9778.622305153096
327     ,9181.03 ,9358.08 ,9309.42 ,9066.71 ,241649216.0,96.04       ,1.04    ,9208.102 ,9300.368 ,9224.193 ,198713257.6 ,225235545.6 ,250977779.2 ,46.45687996694505  ,52.67062341086525   ,-6.213743443920194  ,2019-07-15,9778.622305153096
328     ,9294.56 ,9324.91 ,9283.41 ,9255.43 ,211312144.0,-26.01      ,-0.28   ,9225.026 ,9274.157 ,9248.148 ,203357523.2 ,215713624.0 ,251858580.8 ,46.2967235814358   ,51.395843444979356  ,-5.099119863543557  ,2019-07-16,9778.622305153096
329     ,9274.69 ,9354.81 ,9302.0  ,9242.25 ,235067696.0,18.59       ,0.2     ,9252.196 ,9262.373 ,9266.961 ,212912195.2 ,213173134.4 ,249846576.8 ,47.126609905251826 ,50.54199673703385   ,-3.4153868317820226 ,2019-07-17,9798.203966272535
330     ,9258.12 ,9258.12 ,9154.65 ,9153.01 ,222426912.0,-147.35     ,-1.58   ,9252.572 ,9241.008 ,9267.946 ,219328444.8 ,212135608.0 ,245107384.8 ,35.48533440504616  ,47.53066427063631   ,-12.045329865590148 ,2019-07-18,9642.993758314002
331     ,9198.82 ,9298.21 ,9228.55 ,9198.82 ,200474336.0,73.9        ,0.81    ,9255.606 ,9219.541 ,9268.66  ,222186060.8 ,212312732.8 ,237547415.2 ,31.855442381751345 ,44.395619892859315  ,-12.54017751110797  ,2019-07-19,9720.835864646784
332     ,9247.28 ,9254.65 ,9122.64 ,9073.49 ,218545392.0,-105.91     ,-1.15   ,9218.25  ,9213.176 ,9264.186 ,217565296.0 ,208139276.8 ,234170464.0 ,20.199823931799983 ,39.55646070064745   ,-19.356636768847466 ,2019-07-22,9720.835864646784
333     ,9125.46 ,9175.83 ,9175.83 ,9104.76 ,168118768.0,53.19       ,0.58    ,9196.734 ,9210.88  ,9267.072 ,208926620.8 ,206142072.0 ,228577901.6 ,15.080808634182176 ,34.661330287354396  ,-19.58052165317222  ,2019-07-23,9720.835864646784
334     ,9203.23 ,9312.67 ,9266.3  ,9203.23 ,213978048.0,90.47       ,0.99    ,9189.594 ,9220.895 ,9274.266 ,204708691.2 ,208810443.2 ,228085412.8 ,18.11530310317903  ,31.352124850519324  ,-13.236821747340294 ,2019-07-24,9720.835864646784
335     ,9265.31 ,9344.82 ,9344.82 ,9247.97 ,212853696.0,78.52       ,0.85    ,9227.628 ,9240.1   ,9279.533 ,202794048.0 ,211061246.4 ,225794104.0 ,26.550017537827443 ,30.391703387980947  ,-3.841685850153503  ,2019-07-25,9720.835864646784
336     ,9310.65 ,9363.27 ,9349.0  ,9294.61 ,185654480.0,4.18        ,0.04    ,9251.718 ,9253.662 ,9288.067 ,199830076.8 ,211008068.8 ,222926703.2 ,33.189295028931156 ,30.951221716170988  ,2.238073312760168   ,2019-07-26,9725.184059038354
337     ,9350.21 ,9376.42 ,9354.28 ,9310.63 ,186596816.0,5.28        ,0.06    ,9298.046 ,9258.148 ,9279.258 ,193440361.6 ,205502828.8 ,215369187.2 ,38.43397915980859  ,32.44777320489851   ,5.986205954910076   ,2019-07-29,9730.676515111916
338     ,9362.23 ,9469.08 ,9399.1  ,9362.23 ,206900144.0,44.82       ,0.48    ,9342.7   ,9269.717 ,9271.937 ,201196636.8 ,205061628.8 ,210387626.4 ,45.68045271921619  ,35.094309107762044  ,10.586143611454148  ,2019-07-30,9777.299977463621
339     ,9374.44 ,9374.44 ,9326.61 ,9318.59 ,185301232.0,-72.49      ,-0.77   ,9354.762 ,9272.178 ,9267.276 ,195461273.6 ,200084982.4 ,206629058.4 ,45.05463624616823  ,37.086374535443284  ,7.968261710724946   ,2019-07-31,9701.893132620356
340     ,9278.83 ,9327.94 ,9268.05 ,9223.31 ,189132528.0,-58.56      ,-0.63   ,9339.408 ,9283.518 ,9262.263 ,190717040.0 ,196755544.0 ,204445576.0 ,39.37942805507555  ,37.54498523936974   ,1.8344428157058132  ,2019-08-01,9640.976801622677
341     ,9049.35 ,9150.73 ,9136.46 ,9020.26 ,228554432.0,-131.59     ,-1.42   ,9296.9   ,9274.309 ,9246.925 ,199297030.4 ,199563553.6 ,205938143.2 ,23.98706348308042  ,34.833400888111875  ,-10.846337405031456 ,2019-08-02,9640.976801622677
342     ,9093.07 ,9168.1  ,8984.73 ,8984.73 ,203852048.0,-151.73     ,-1.66   ,9222.99  ,9260.518 ,9236.847 ,202748076.8 ,198094219.2 ,203116748.0 ,-0.4496559221370262,27.776789526062096  ,-28.226445448199122 ,2019-08-05,9640.976801622677
343     ,8805.15 ,8898.38 ,8859.47 ,8669.9  ,274305600.0,-125.26     ,-1.39   ,9115.064 ,9228.882 ,9219.881 ,216229168.0 ,208712902.4 ,207427487.2 ,-29.582360231956045,16.304959574458465  ,-45.88731980641451  ,2019-08-06,9640.976801622677
344     ,8919.89 ,8933.99 ,8814.74 ,8814.74 ,189083936.0,-44.73      ,-0.51   ,9012.69  ,9183.726 ,9202.311 ,216985708.8 ,206223491.2 ,207516967.2 ,-55.63821277973875 ,1.9163251036190214  ,-57.554537883357774 ,2019-08-07,9640.976801622677
345     ,8870.18 ,8936.48 ,8919.28 ,8859.48 ,176794336.0,104.54      ,1.19    ,8942.936 ,9141.172 ,9190.636 ,214518070.4 ,202617555.2 ,206839400.8 ,-67.07891534247756 ,-11.882722985600294 ,-55.19619235687726  ,2019-08-08,9640.976801622677
346     ,8963.47 ,8970.52 ,8795.18 ,8780.72 ,195121472.0,-124.1      ,-1.39   ,8874.68  ,9085.79  ,9169.726 ,207831478.4 ,203564254.4 ,207286161.6 ,-85.17771176237329 ,-26.541720740954894 ,-58.6359910214184   ,2019-08-09,9640.976801622677
347     ,8816.89 ,8978.52 ,8978.52 ,8798.5  ,183867344.0,183.34      ,2.08    ,8873.438 ,9048.214 ,9153.181 ,203834537.6 ,203291307.2 ,204397068.0 ,-83.76158118807689 ,-37.98569283037929  ,-45.775888357697596 ,2019-08-12,9640.976801622677
348     ,8910.15 ,8960.02 ,8902.63 ,8869.46 ,170587312.0,-75.89      ,-0.84   ,8882.07  ,8998.567 ,9134.142 ,183090880.0 ,199660024.0 ,202360826.4 ,-87.75143237701195 ,-47.938840739705824 ,-39.81259163730613  ,2019-08-13,9640.976801622677
349     ,9034.05 ,9060.4  ,8966.47 ,8956.08 ,207501728.0,63.84       ,0.72    ,8912.416 ,8962.553 ,9117.366 ,186774438.4 ,201880073.6 ,200982528.0 ,-84.78471826717941 ,-55.30801624520054  ,-29.476702021978873 ,2019-08-14,9710.111423528293
350     ,8779.53 ,9011.77 ,9009.68 ,8758.04 ,212807472.0,43.21       ,0.48    ,8930.496 ,8936.716 ,9110.117 ,193977065.6 ,204247568.0 ,200501556.0 ,-78.04721042309939 ,-59.85585508078031  ,-18.191355342319078 ,2019-08-15,9756.905079739787
351     ,9007.15 ,9136.21 ,9060.92 ,8995.57 ,220697408.0,51.24       ,0.57    ,8983.644 ,8929.162 ,9101.736 ,199092252.8 ,203461865.6 ,201512709.6 ,-67.79158791935333 ,-61.44300164849491  ,-6.348586270858419  ,2019-08-16,9812.394710479819
352     ,9165.8  ,9328.97 ,9328.97 ,9141.89 ,303617856.0,268.05      ,2.96    ,9053.734 ,8963.586 ,9112.052 ,223042355.2 ,213438446.4 ,205766332.8 ,-37.60109635180925 ,-56.67462058915778  ,19.073524237348536  ,2019-08-19,10102.675653490474
353     ,9340.66 ,9389.39 ,9328.73 ,9301.92 ,293736352.0,-0.24       ,-0.0    ,9138.954 ,9010.512 ,9119.697 ,247672163.2 ,215381521.6 ,212047212.0 ,-13.538220094027565,-48.04734049013174  ,34.50912039610417   ,2019-08-20,10102.415748896845
354     ,9304.52 ,9361.74 ,9322.75 ,9287.31 ,249206928.0,-5.98       ,-0.06   ,9210.21  ,9061.313 ,9122.52  ,256013203.2 ,221393820.8 ,213808656.0 ,4.991705408154303  ,-37.43953131047453  ,42.43123671862883   ,2019-08-21,10095.939792772228
355     ,9350.65 ,9363.79 ,9350.56 ,9282.76 ,257246160.0,27.81       ,0.3     ,9278.386 ,9104.441 ,9122.807 ,264900940.8 ,229439003.2 ,216028279.2 ,21.67102931546833  ,-25.617419185285954 ,47.288448500754285  ,2019-08-22,10126.05623755912
356     ,9357.0  ,9397.76 ,9362.55 ,9311.26 ,262062832.0,11.99       ,0.13    ,9338.712 ,9161.178 ,9123.484 ,273174025.6 ,236133139.2 ,219848696.8 ,35.44837962102429  ,-13.404259424023905 ,48.85263904504819   ,2019-08-23,10139.040637882557
357     ,9181.71 ,9298.1  ,9270.39 ,9173.01 ,257433072.0,-92.16      ,-0.98   ,9326.996 ,9190.365 ,9119.29  ,263937068.8 ,243489712.0 ,223390509.6 ,38.486834935964    ,-3.0260405520263234 ,41.51287548799032   ,2019-08-26,10039.237273928586
358     ,9333.1  ,9517.65 ,9443.18 ,9333.1  ,311957632.0,172.79      ,1.86    ,9349.886 ,9244.42  ,9121.494 ,267581324.8 ,257626744.0 ,228643384.0 ,54.21261234868325  ,8.421690028115592   ,45.79092232056766   ,2019-08-27,10226.357751984217
359     ,9449.4  ,9453.76 ,9414.0  ,9375.57 ,285827456.0,-29.18      ,-0.31   ,9368.136 ,9289.173 ,9125.863 ,274905430.4 ,265459316.8 ,233669695.2 ,63.58782129199608  ,19.454916280891688  ,44.13290501110439   ,2019-08-28,10194.757685142018
